 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -6.771330E-05       3.850700E+01       4.201072E+01
     -6.680950E-05       3.850700E+01       4.201072E+01
     -6.599230E-05       3.850700E+01       4.201072E+01
     -6.532690E-05       3.850700E+01       4.201072E+01
     -6.426480E-05       3.850700E+01       4.201072E+01
     -6.372660E-05       3.850700E+01       4.201072E+01
     -6.250890E-05       3.850800E+01       4.201072E+01
     -6.207910E-05       3.850800E+01       4.201072E+01
     -6.129400E-05       3.850800E+01       4.201072E+01
     -6.048050E-05       3.850800E+01       4.201072E+01
     -5.986960E-05       3.850800E+01       4.201072E+01
     -5.895550E-05       3.850800E+01       4.201072E+01
     -5.842650E-05       3.850800E+01       4.201072E+01
     -5.748790E-05       3.850800E+01       4.201072E+01
     -5.742330E-05       3.850800E+01       4.201072E+01
