 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -2.907100E-06       3.897200E+01       4.281345E+01
     -2.900600E-06       3.897300E+01       4.281345E+01
     -2.888100E-06       3.897600E+01       4.281345E+01
     -2.875700E-06       3.897900E+01       4.281345E+01
     -2.863200E-06       3.898200E+01       4.281345E+01
     -2.850800E-06       3.898600E+01       4.281345E+01
     -2.838800E-06       3.899000E+01       4.281345E+01
     -2.829000E-06       3.899300E+01       4.281345E+01
     -2.819100E-06       3.899700E+01       4.281345E+01
     -2.810900E-06       3.900000E+01       4.281345E+01
     -2.802600E-06       3.900400E+01       4.281345E+01
     -2.794400E-06       3.900800E+01       4.281345E+01
     -2.786200E-06       3.901200E+01       4.281345E+01
     -2.779000E-06       3.901500E+01       4.281345E+01
     -2.771800E-06       3.902000E+01       4.281345E+01
     -2.764600E-06       3.902400E+01       4.281345E+01
     -2.757400E-06       3.902800E+01       4.281345E+01
     -2.745700E-06       3.903600E+01       4.281345E+01
     -2.734100E-06       3.904400E+01       4.281345E+01
     -2.722400E-06       3.905400E+01       4.281345E+01
     -2.710800E-06       3.906400E+01       4.281345E+01
     -2.701000E-06       3.907300E+01       4.281345E+01
     -2.693000E-06       3.908100E+01       4.281345E+01
     -2.685000E-06       3.909000E+01       4.281345E+01
     -2.681000E-06       3.909500E+01       4.281345E+01
     -2.677000E-06       3.910000E+01       4.281345E+01
     -2.673000E-06       3.910500E+01       4.281345E+01
     -2.669000E-06       3.911000E+01       4.281345E+01
     -2.665000E-06       3.911500E+01       4.281345E+01
     -2.661000E-06       3.912000E+01       4.281345E+01
     -2.650200E-06       3.913600E+01       4.281345E+01
     -2.639300E-06       3.915300E+01       4.281345E+01
     -2.628500E-06       3.917100E+01       4.281345E+01
     -2.617600E-06       3.919100E+01       4.281345E+01
     -2.606800E-06       3.921200E+01       4.281345E+01
     -2.595900E-06       3.923300E+01       4.281345E+01
     -2.585100E-06       3.925700E+01       4.281345E+01
     -2.579700E-06       3.926900E+01       4.281345E+01
     -2.574300E-06       3.928100E+01       4.281345E+01
     -2.566700E-06       3.929900E+01       4.281345E+01
     -2.561800E-06       3.931100E+01       4.281345E+01
     -2.557000E-06       3.932300E+01       4.281345E+01
     -2.552100E-06       3.933500E+01       4.281345E+01
     -2.541600E-06       3.936400E+01       4.281345E+01
     -2.531100E-06       3.939300E+01       4.281345E+01
     -2.520600E-06       3.942400E+01       4.281345E+01
     -2.510000E-06       3.945500E+01       4.281345E+01
     -2.499400E-06       3.948500E+01       4.281345E+01
     -2.488800E-06       3.951400E+01       4.281345E+01
     -2.478200E-06       3.954200E+01       4.281345E+01
     -2.472900E-06       3.955600E+01       4.281345E+01
     -2.467600E-06       3.957100E+01       4.281345E+01
     -2.459700E-06       3.959300E+01       4.281345E+01
     -2.454400E-06       3.960800E+01       4.281345E+01
     -2.449100E-06       3.962200E+01       4.281345E+01
     -2.443800E-06       3.963700E+01       4.281345E+01
     -2.432900E-06       3.966800E+01       4.281345E+01
     -2.422100E-06       3.969900E+01       4.281345E+01
     -2.411200E-06       3.973100E+01       4.281345E+01
     -2.400400E-06       3.976200E+01       4.281345E+01
     -2.389500E-06       3.979400E+01       4.281345E+01
     -2.384700E-06       3.980900E+01       4.281345E+01
     -2.379900E-06       3.982400E+01       4.281345E+01
     -2.373300E-06       3.984400E+01       4.281345E+01
     -2.369200E-06       3.985800E+01       4.281345E+01
     -2.365000E-06       3.987100E+01       4.281345E+01
     -2.360900E-06       3.988400E+01       4.281345E+01
     -2.351600E-06       3.991300E+01       4.281345E+01
     -2.342300E-06       3.994300E+01       4.281345E+01
     -2.333000E-06       3.997300E+01       4.281345E+01
     -2.323700E-06       4.000200E+01       4.281345E+01
     -2.314500E-06       4.003100E+01       4.281345E+01
     -2.305300E-06       4.006000E+01       4.281345E+01
     -2.298100E-06       4.008400E+01       4.281345E+01
     -2.290900E-06       4.010900E+01       4.281345E+01
     -2.287200E-06       4.012200E+01       4.281345E+01
     -2.283600E-06       4.013400E+01       4.281345E+01
     -2.280000E-06       4.014700E+01       4.281345E+01
     -2.276400E-06       4.015900E+01       4.281345E+01
     -2.272800E-06       4.017100E+01       4.281345E+01
     -2.269200E-06       4.018200E+01       4.281345E+01
     -2.260700E-06       4.020800E+01       4.281345E+01
     -2.252200E-06       4.023200E+01       4.281345E+01
     -2.243800E-06       4.025500E+01       4.281345E+01
     -2.235300E-06       4.027800E+01       4.281345E+01
     -2.225700E-06       4.030400E+01       4.281345E+01
     -2.216000E-06       4.033100E+01       4.281345E+01
     -2.206400E-06       4.036000E+01       4.281345E+01
     -2.201600E-06       4.037500E+01       4.281345E+01
     -2.196800E-06       4.039100E+01       4.281345E+01
     -2.190000E-06       4.041300E+01       4.281345E+01
     -2.185700E-06       4.042600E+01       4.281345E+01
     -2.181300E-06       4.043900E+01       4.281345E+01
     -2.176900E-06       4.045200E+01       4.281345E+01
     -2.172600E-06       4.046500E+01       4.281345E+01
     -2.168900E-06       4.047500E+01       4.281345E+01
     -2.165200E-06       4.048600E+01       4.281345E+01
     -2.157800E-06       4.050600E+01       4.281345E+01
     -2.150500E-06       4.052600E+01       4.281345E+01
     -2.139700E-06       4.055600E+01       4.281345E+01
     -2.128900E-06       4.058500E+01       4.281345E+01
     -2.120500E-06       4.060900E+01       4.281345E+01
     -2.112100E-06       4.063300E+01       4.281345E+01
     -2.103700E-06       4.065800E+01       4.281345E+01
     -2.095300E-06       4.068400E+01       4.281345E+01
     -2.088800E-06       4.070500E+01       4.281345E+01
     -2.080100E-06       4.073200E+01       4.281345E+01
     -2.071400E-06       4.076000E+01       4.281345E+01
     -2.055300E-06       4.081100E+01       4.281345E+01
     -2.043500E-06       4.084700E+01       4.281345E+01
     -2.031800E-06       4.088300E+01       4.281345E+01
     -2.020100E-06       4.091900E+01       4.281345E+01
     -2.002000E-06       4.097300E+01       4.281345E+01
     -1.983900E-06       4.102200E+01       4.281345E+01
     -1.965800E-06       4.106800E+01       4.281345E+01
     -1.947700E-06       4.111200E+01       4.281345E+01
     -1.929500E-06       4.115400E+01       4.281345E+01
     -1.908300E-06       4.120200E+01       4.281345E+01
     -1.887000E-06       4.124900E+01       4.281345E+01
     -1.865700E-06       4.129600E+01       4.281345E+01
     -1.844400E-06       4.134000E+01       4.281345E+01
     -1.820900E-06       4.138600E+01       4.281345E+01
     -1.797400E-06       4.143200E+01       4.281345E+01
     -1.773900E-06       4.147800E+01       4.281345E+01
